time,download,upload,ping
00:00,3.97,5.21,115.27
01:00,3.16,2.82,53.17
02:00,3.73,2.67,51.45
03:00,3.07,2.87,50.89
04:00,3.51,2.89,46.02
05:00,3.68,2.96,47.32
06:00,4.04,2.97,44.39
07:00,3.67,1.95,46.51
08:00,3.36,2.63,46.48
09:00,6.64,5.74,38.88
10:00,5.36,2.73,46.03
11:00,5.02,5.49,35.9
12:00,4.57,3.42,48.71
13:00,5.6,2.93,44.2
