time,download,upload,ping
00:00,6.53,1.54,61.09
01:00,4.79,1.87,57.37
02:00,6.12,1.71,56.95
03:00,4.84,1.67,56.8
04:00,6.7,1.55,56.18
05:00,5.59,1.99,56.19
06:00,5.31,1.93,55.37
07:00,5.61,1.52,55.39
08:00,4.4,1.36,54.15
09:00,5.12,3.59,56.15
10:00,7.62,3.08,55.26
11:00,8.34,1.81,56.27
12:00,8.25,2.67,55.35
13:00,6.16,3.06,285.22
14:00,8.06,4.64,53.22
15:00,8.67,5.08,53.27
16:00,8.64,2.88,52.16
17:00,5.19,2.56,59.52
18:00,6.73,2.75,50.83
19:00,3.48,2.07,72.24
20:00,6.14,2.56,57.42
21:00,5.13,1.44,65.43
22:00,5.19,1.08,69.03
23:00,4.48,0.85,65.41
23:30,4.99,1.93,52.31
