time,download,upload,ping
00:00,4.58,7.17,51.89
01:00,4.86,6.01,54.86
02:00,5.0,3.76,53.43
03:00,4.67,3.38,45.52
04:00,5.0,6.07,44.73
05:00,4.33,4.48,45.25
06:00,4.78,6.43,54.54
07:00,5.74,6.08,54.88
08:00,4.01,3.68,51.68
09:00,4.85,5.99,52.18
10:00,3.76,7.26,51.87
11:00,3.85,4.71,52.49
12:00,4.42,5.55,53.22
13:00,4.41,4.7,51.72
14:00,3.56,2.62,206.78
15:00,5.44,4.03,53.54
16:00,6.33,5.66,53.33
17:00,2.92,5.48,52.0
18:00,5.9,6.23,52.03
19:00,6.86,5.97,55.29
20:00,6.52,5.89,51.05
21:00,6.24,5.78,51.56
22:00,3.62,4.6,96.02
23:00,3.66,6.49,51.98
23:30,4.23,1.51,62.01
