time,download,upload,ping
00:00,4.31,3.11,55.27
01:00,4.87,4.96,55.72
02:00,4.16,5.59,53.33
03:00,5.29,5.42,54.49
04:00,4.27,5.39,51.69
05:00,5.62,5.34,53.85
06:00,2.83,4.59,55.2
07:00,5.54,5.01,56.36
08:00,4.53,4.34,53.68
09:00,6.07,5.31,54.37
10:00,4.77,4.83,56.26
11:00,2.09,5.37,71.26
12:00,6.46,3.4,54.83
13:00,6.49,2.92,67.37
14:00,7.49,3.15,62.69
15:00,5.29,2.78,65.95
16:00,6.83,5.31,58.92
17:00,5.66,2.9,66.52
18:00,5.42,6.14,55.08
19:00,4.81,5.5,55.63
20:00,7.09,5.96,56.66
21:00,4.94,6.74,57.26
22:00,5.73,5.41,54.8
23:00,7.41,6.13,57.35
23:30,7.62,6.16,52.02
