time,download,upload,ping
00:00,2.28,5.27,44.39
01:00,2.03,5.15,40.47
02:00,2.99,5.13,39.67
03:00,3.25,4.98,40.84
04:00,3.25,5.04,40.86
05:00,3.18,4.89,39.99
06:00,2.54,5.33,42.26
07:00,2.58,5.22,39.35
08:00,2.03,5.1,45.53
09:00,5.4,2.22,51.66
10:00,4.78,4.02,41.74
11:00,5.64,1.92,52.55
12:00,2.21,5.43,79.18
13:00,1.81,4.84,174.71
14:00,5.01,2.01,51.49
15:00,2.53,1.76,43.82
16:00,3.75,1.89,75.4
17:00,2.58,1.63,98.72
18:00,6.07,1.71,49.04
19:00,3.67,2.62,41.01
20:00,5.82,2.62,41.64
21:00,4.53,1.8,44.02
22:00,2.33,3.11,44.69
23:00,3.85,3.44,48.02
23:30,4.08,2.79,52.16
