time,download,upload,ping
00:00,0.66,4.99,71.14
01:00,2.18,3.07,59.53
02:00,2.32,5.08,62.18
03:00,2.35,3.36,61.06
04:00,2.7,5.83,65.35
05:00,2.3,5.2,57.88
06:00,2.53,4.99,74.08
07:00,2.92,5.38,46.04
08:00,2.52,5.85,57.01
09:00,3.28,5.31,74.36
10:00,2.7,4.74,39.35
11:00,3.45,4.19,67.77
12:00,3.65,3.02,51.02
13:00,3.9,5.7,44.43
14:00,3.23,5.26,37.04
15:00,3.54,5.43,40.01
16:00,4.08,5.18,39.19
17:00,3.84,5.37,39.72
18:00,2.49,3.49,84.45
19:00,2.57,2.97,38.7
20:00,4.08,3.14,45.87
21:00,2.7,4.25,41.51
22:00,4.59,4.45,39.4
23:00,4.09,2.01,43.67
23:30,2.22,2.11,46.9
