time,download,upload,ping
00:00,6.06,2.36,53.85
01:00,5.43,6.52,53.53
02:00,6.23,6.92,54.1
03:00,5.09,6.9,55.02
04:00,5.4,5.82,55.23
05:00,6.54,4.82,56.35
06:00,7.48,3.33,54.74
07:00,7.37,3.6,56.61
08:00,6.57,4.05,54.71
09:00,5.17,4.05,52.57
10:00,6.0,2.37,54.34
11:00,6.24,2.98,58.09
12:00,6.84,3.2,57.67
13:00,2.8,3.18,61.69
14:00,2.96,2.92,66.92
15:00,5.41,3.44,53.32
16:00,2.88,2.21,90.73
17:00,4.01,2.44,62.96
18:00,4.18,1.86,75.48
19:00,5.14,5.18,61.09
20:00,5.06,4.53,55.71
21:00,4.62,3.96,54.06
22:00,5.36,5.62,54.61
23:00,5.8,5.46,52.34
23:30,6.9,4.06,55.85
