time,download,upload,ping
00:00,6.72,2.95,45.54
01:00,3.89,2.94,51.31
02:00,4.82,3.02,38.5
03:00,5.44,3.13,37.47
04:00,5.47,3.18,35.41
05:00,4.33,3.13,31.94
06:00,4.2,3.22,37.02
07:00,3.81,2.79,46.24
08:00,4.77,3.48,42.34
09:00,4.23,3.5,47.77
10:00,2.02,1.96,47.51
11:00,5.6,4.63,38.13
12:00,2.0,4.25,41.08
13:00,1.94,3.23,38.51
14:00,7.23,4.47,32.33
15:00,3.67,4.42,40.41
16:00,7.34,4.52,38.87
17:00,7.28,1.77,40.34
18:00,5.88,3.19,41.86
19:00,3.89,4.06,37.53
20:00,2.52,3.05,37.56
21:00,4.3,3.22,35.3
22:00,3.85,3.82,36.02
23:00,4.45,3.49,39.83
23:30,6.01,3.55,35.86
