time,download,upload,ping
00:00,4.51,1.67,37.4
01:00,3.52,1.92,39.16
02:00,5.36,2.01,37.52
03:00,5.58,1.98,36.67
04:00,5.35,1.88,36.21
05:00,5.87,1.77,38.52
06:00,5.62,1.99,40.77
07:00,5.82,1.97,38.16
08:00,4.25,1.61,39.23
09:00,3.86,1.87,38.13
10:00,3.68,2.13,36.72
11:00,3.43,2.07,38.21
12:00,3.71,1.01,34.44
13:00,3.96,0.97,44.14
14:00,6.46,1.96,41.34
15:00,9.29,3.21,38.03
16:00,4.04,1.21,41.05
17:00,2.85,0.91,44.23
18:00,3.84,0.93,49.6
19:00,1.65,0.85,233.54
20:00,4.85,0.89,41.44
21:00,7.15,1.31,39.46
22:00,1.19,4.73,191.07
23:00,2.23,5.76,193.07
23:30,1.84,4.82,324.0
