time,download,upload,ping
00:00,3.36,0.35,50.46
01:00,7.31,0.59,52.54
02:00,7.07,0.63,44.24
03:00,7.41,0.53,53.2
04:00,7.05,0.62,42.64
05:00,9.11,0.89,35.03
06:00,9.22,1.03,36.7
07:00,6.57,0.57,40.02
08:00,6.06,0.48,47.07
09:00,7.53,1.77,40.68
10:00,7.14,2.2,46.71
11:00,5.2,7.99,36.71
12:00,8.08,0.9,39.73
13:00,5.87,0.65,42.49
14:00,4.5,0.93,67.39
15:00,6.25,1.02,35.53
16:00,0.82,2.52,37.94
17:00,3.01,5.42,55.22
18:00,4.68,5.25,41.17
19:00,3.71,6.55,33.47
20:00,2.76,4.96,57.93
21:00,1.82,4.35,38.89
22:00,2.7,5.14,43.1
23:00,2.42,4.87,33.65
23:30,2.28,1.86,148.99
