17:10,7.55,1.35,61.18
18:45,4.75,1.42,65.65
18:50,5.72,2.77,53.55
19:05,4.51,3.29,56.94
20:05,5.08,5.62,57.49
21:05,6.5,4.12,54.56
22:05,5.55,5.47,46.05
23:05,4.55,5.36,49.69
