time,download,upload,ping
00:00,4.75,1.88,70.59
01:00,5.61,2.52,61.05
02:00,4.28,2.64,65.82
03:00,7.7,4.95,56.97
04:00,6.48,4.93,56.06
05:00,7.29,4.46,56.51
06:00,4.62,2.97,56.15
07:00,5.43,4.27,55.05
08:00,5.43,4.17,54.36
09:00,8.5,1.9,70.05
10:00,3.48,2.11,95.18
11:00,7.61,1.69,63.94
12:00,8.3,2.36,66.82
13:00,5.7,2.45,64.98
14:00,7.16,2.76,66.55
15:00,7.16,2.69,57.67
16:00,8.27,2.12,57.54
17:00,9.94,2.17,58.6
18:00,5.19,2.03,55.31
19:00,4.24,2.22,109.58
20:00,3.58,2.2,105.25
21:00,6.35,2.66,65.98
22:00,6.69,2.5,66.54
23:00,7.3,5.17,54.09
23:30,5.67,4.25,54.37
