time,download,upload,ping
00:05,5.38,5.74,57.32
01:05,0.2,2.3,1467.45
02:05,5.01,4.16,170.76
03:05,5.63,3.07,60.56
04:05,5.75,4.91,53.35
05:05,4.77,5.62,52.72
06:05,5.69,5.48,53.84
07:05,3.72,5.51,47.01
08:05,4.84,3.16,46.78
09:05,6.24,4.3,45.52
10:05,10.87,4.22,50.79
11:05,10.59,4.35,54.04
12:05,8.57,5.63,54.49
13:05,5.22,6.06,54.76
14:05,7.43,1.88,56.75
15:05,5.01,6.95,52.87
16:05,2.45,5.48,59.18
17:05,9.66,7.01,52.83
18:05,4.82,4.94,54.13
19:05,8.0,5.79,50.87
20:05,3.99,7.29,70.86
21:05,4.34,4.61,60.2
22:05,3.97,6.75,123.58
23:05,5.43,7.67,55.66
