time,download,upload,ping
00:00,5.91,5.46,38.58
01:00,8.36,5.36,38.7
02:00,8.79,5.35,37.77
03:00,9.22,5.53,37.84
04:00,8.86,5.47,38.06
05:00,6.75,2.96,42.76
06:00,5.36,2.82,46.17
07:00,5.8,2.58,45.54
08:00,5.36,2.74,41.6
09:00,8.32,6.31,39.11
10:00,7.25,2.89,43.73
11:00,4.26,1.79,36.63
12:00,6.34,4.5,37.9
13:00,8.43,2.5,43.23
14:00,7.56,2.72,45.48
15:00,6.77,2.69,48.35
16:00,7.19,2.87,46.04
17:00,4.81,2.03,50.12
18:00,7.4,1.56,40.7
19:00,6.23,1.68,69.4
20:00,7.6,1.78,47.91
21:00,5.41,0.99,41.35
22:00,4.2,0.66,55.55
23:00,4.28,0.84,41.57
23:30,4.27,3.03,38.9
