time,download,upload,ping
00:00,7.87,1.66,37.5
01:00,9.02,1.83,42.83
02:00,13.09,2.72,33.46
03:00,13.97,2.51,37.38
04:00,14.96,2.54,34.7
05:00,15.44,2.35,39.86
06:00,10.8,2.47,36.51
07:00,13.22,2.8,33.97
08:00,8.53,3.48,35.68
09:00,9.72,2.78,38.86
10:00,3.1,1.71,51.56
11:00,3.54,1.4,41.86
12:00,3.29,2.06,39.87
13:00,6.68,1.11,38.84
14:00,8.7,1.14,41.43
15:00,5.93,1.72,47.67
16:00,5.46,1.91,38.56
17:00,2.81,1.81,113.15
18:00,3.39,1.61,52.67
19:00,1.05,0.65,230.34
20:00,4.38,1.15,113.04
21:00,4.43,1.33,49.63
22:00,4.06,1.44,40.83
23:00,6.31,1.55,43.54
23:30,6.09,1.74,42.45
